s,SpecialistHourlyCapacity,SpecialistIsFullTime
3341,164.06,
3342,299.57,1.0
3343,83.18,
3344,123.12,
3345,138.94,
3346,178.49,
3347,142.36,
3348,211.53,1.0
3349,179.41,1.0
3350,131.2,
3351,77.91,
3352,145.67,
3353,91.34,
3354,363.47,1.0
3355,148.66,
3356,221.07,1.0
3357,75.0,
3358,259.32,
3359,75.0,
3360,69.58,
3361,75.0,
3362,88.65,
3363,75.0,
3364,75.0,
3365,99.86,
3366,101.46,
3367,163.34,
3368,127.01,
3369,73.97,
3370,100.84,
3371,61.62,
3372,82.98,
3373,75.0,
3374,109.59,
3375,219.66,1.0
3376,185.48,1.0
3377,62.17,
3378,134.21,
3379,93.65,
3380,75.0,
3381,70.2,
3382,152.24,
3383,75.0,
3384,215.07,1.0
3385,75.0,
3386,64.95,
3387,175.05,
3388,54.95,
3389,75.0,
3390,102.32,
3391,101.53,
3392,65.98,
3393,223.09,
3394,197.71,1.0
3395,235.3,1.0
3396,95.0,
3397,129.75,
3398,75.0,
3399,58.81,
3400,82.83,
3401,296.79,1.0
3402,55.43,
3403,456.72,
3404,301.2,
3405,152.87,
3406,132.44,
3407,196.08,1.0
3408,160.16,
3409,225.67,
3410,126.5,
3411,129.87,
3412,75.0,
3413,75.0,1.0
3414,226.51,
3415,60.99,
3416,171.24,
3417,115.67,
3418,94.09,
3419,89.28,
3420,86.08,
3421,312.01,1.0
3422,82.88,
3423,91.36,
3424,135.27,
3425,96.9,
3426,127.94,
3427,138.55,
3428,82.77,
3429,75.0,1.0
3430,95.15,
3431,80.39,
3432,242.54,1.0
3433,286.82,1.0
3434,250.81,1.0
3435,135.31,
3436,179.88,1.0
3437,216.47,
3438,86.7,
3439,192.23,
3440,100.68,
3441,157.39,
3442,176.79,
3443,104.82,
3444,55.35,
3445,105.14,
3446,247.36,1.0
3447,133.74,
3448,116.64,
3449,75.0,1.0
3450,75.0,1.0
3451,68.39,
3452,127.05,
3453,209.0,1.0
3454,201.32,1.0
3455,75.0,
3456,71.5,
3457,197.17,1.0
3458,193.98,1.0
3459,250.0,
3460,207.94,1.0
3461,198.18,1.0
3462,75.0,
3463,53.8,
3464,87.13,
3465,131.02,
3466,53.54,
3467,99.85,
3468,192.4,
3469,64.39,
3470,54.1,
3471,160.79,
3472,86.68,
3473,196.86,
3474,101.94,
3475,156.37,
3476,154.59,
3477,61.62,
3478,292.59,1.0
3479,132.37,
3480,218.56,1.0
3481,297.34,1.0
3482,363.58,1.0
3483,210.69,1.0
3484,246.93,1.0
3485,332.64,
3486,75.0,1.0
3487,359.42,1.0
3488,231.71,1.0
3489,298.67,1.0
3490,95.02,
3491,104.26,
3492,252.41,1.0
3493,82.76,
3494,75.0,1.0
3495,159.0,1.0
3496,285.81,1.0
3497,84.38,
3498,108.93,
3499,75.0,
3500,203.89,
3501,75.0,
3502,165.81,
3503,55.23,
3504,120.78,
3505,98.33,
3506,73.97,
3507,281.12,1.0
3508,77.45,
3509,56.07,
3510,258.41,1.0
3511,72.25,
3512,165.84,
3513,68.82,
3514,75.0,
3515,184.23,
3516,346.11,1.0
3517,114.24,
3518,75.0,
3519,187.51,1.0
3520,159.93,
3521,92.33,
3522,93.92,
3523,144.36,
3524,74.69,
3525,75.0,
3526,131.24,
3527,75.0,
3528,50.03,
3529,75.0,1.0
3530,75.63,
3531,82.62,
3532,75.0,
3533,97.41,
3534,75.0,1.0
3535,75.0,
3536,262.53,1.0
3537,232.69,1.0
3538,95.52,
3539,75.0,
3540,196.53,
3541,220.41,
3542,82.14,
3543,147.37,
3544,187.11,1.0
3545,103.92,
3546,119.52,
3547,75.0,
3548,75.0,1.0
3549,164.72,
3550,266.0,1.0
3551,230.08,1.0
3552,189.86,1.0
3553,98.34,
3554,127.93,
3555,196.78,1.0
3556,278.31,1.0
3557,259.04,1.0
3558,348.77,1.0
3559,141.98,
3560,75.0,
3561,75.0,
3562,151.89,
3563,104.79,
3564,237.49,1.0
3565,204.46,1.0
3566,56.69,
3567,140.39,
3568,75.0,
3569,55.43,
3570,192.38,1.0
3571,276.4,1.0
3572,162.35,
3573,87.82,
3574,50.73,
3575,119.62,
3576,136.47,
3577,221.23,1.0
3578,111.4,
3579,326.26,1.0
3580,75.0,
3581,75.0,1.0
3582,63.4,
3583,201.16,
3584,75.0,
3585,119.56,
3586,179.31,
3587,100.89,
3588,226.6,1.0
3589,258.59,1.0
3590,232.72,1.0
3591,260.32,1.0
3592,186.78,1.0
3593,345.2,1.0
3594,169.69,
3595,229.75,1.0
3596,356.19,1.0
3597,53.14,
3598,78.4,
3599,132.2,
3600,165.89,
3601,75.0,1.0
3602,283.34,1.0
3603,75.0,
3604,75.0,1.0
3605,82.08,
3606,95.56,
3607,243.54,
3608,75.0,
3609,244.19,1.0
3610,88.84,
3611,106.43,
3612,106.89,
3613,96.96,
3614,113.16,
3615,181.91,1.0
3616,83.46,
3617,69.55,
3618,76.95,
3619,190.98,1.0
3620,220.86,1.0
3621,429.32,1.0
3622,160.6,1.0
3623,220.42,1.0
3624,252.86,1.0
3625,224.57,1.0
3626,284.43,1.0
3627,274.84,1.0
3628,75.0,1.0
3629,302.68,1.0
3630,142.87,1.0
3631,262.07,1.0
3632,321.06,1.0
3633,93.79,
3634,54.82,
3635,86.28,
3636,79.75,
3637,131.7,1.0
3638,75.0,1.0
3639,75.0,1.0
3640,85.75,
3641,75.0,1.0
3642,75.0,
3643,75.0,
3644,94.1,
3645,133.08,
3646,114.95,
3647,119.74,
3648,60.49,
3649,75.0,1.0
3650,136.92,
3651,145.7,
3652,230.94,1.0
3653,75.0,1.0
3654,75.0,
3655,75.0,
3656,270.56,1.0
3657,210.63,1.0
3658,235.93,1.0
3659,86.47,
3660,175.07,
3661,85.23,
3662,247.58,1.0
3663,75.0,
3664,75.0,
3665,238.55,
3666,132.98,
3667,393.03,1.0
3668,176.57,
3669,76.67,
3670,75.0,
3671,150.85,
3672,75.0,
3673,232.06,
3674,75.0,
3675,158.76,
3676,133.6,
3677,303.75,1.0
3678,147.74,
3679,59.62,
3680,117.52,
3681,103.37,
3682,208.1,
3683,75.0,
3684,91.08,
3685,171.77,
3686,107.78,
3687,142.81,
3688,140.77,
3689,139.48,
3690,99.58,
3691,108.97,
3692,176.91,
3693,119.17,
3694,347.5,
3695,267.09,1.0
3696,138.36,
3697,241.96,
3698,193.1,
3699,239.84,1.0
3700,137.47,
3701,135.86,
3702,221.23,
3703,96.61,
3704,107.43,
3705,75.0,
3706,175.94,
3707,158.44,
3708,250.0,
3709,75.0,1.0
3710,130.63,
3711,69.99,
3712,135.25,
3713,75.0,
3714,168.04,
3715,75.0,
3716,75.0,
3717,281.85,
3718,266.31,1.0
3719,121.29,
3720,105.62,
3721,75.0,1.0
3722,75.0,1.0
3723,75.0,
3724,122.48,
3725,284.59,1.0
3726,275.23,1.0
3727,266.34,1.0
3728,75.0,
3729,75.0,
3730,155.07,
3731,83.1,
3732,75.0,
3733,257.39,1.0
3734,77.13,
3735,116.16,
3736,155.05,1.0
3737,86.56,
3738,99.95,
3739,144.86,
3740,75.0,
3741,186.65,
3742,75.0,
3743,149.44,
3744,105.05,
3745,75.0,
3746,110.15,
3747,179.52,
3748,217.22,
3749,75.0,1.0
3750,75.0,1.0
3751,297.01,1.0
3752,180.68,1.0
3753,113.41,
3754,116.26,
3755,75.0,
3756,174.6,
3757,75.0,
3758,75.0,
3759,141.17,
3760,75.0,
3761,217.04,1.0
3762,590.42,1.0
3763,116.52,
3764,329.62,1.0
3765,186.08,1.0
3766,208.6,1.0
3767,60.36,
3768,193.31,
3769,75.0,
3770,224.28,
3771,84.18,
3772,118.76,
3773,75.0,1.0
3774,75.0,1.0
3775,75.0,1.0
3776,330.4,1.0
3777,250.06,1.0
3778,75.0,
3779,114.7,
3780,110.09,
3781,75.0,
3782,296.75,
3783,192.49,
3784,205.89,
3785,156.65,
3786,80.1,
3787,474.59,
3788,100.46,
3789,75.0,
3790,71.11,
3791,144.39,
3792,182.68,1.0
3793,55.65,
3794,72.55,
3795,60.73,
3796,110.93,
3797,232.83,1.0
3798,105.94,
3799,79.31,
3800,75.0,
3801,162.07,
3802,75.0,
3803,161.29,
3804,116.89,
3805,87.85,
3806,99.63,
3807,182.04,
3808,78.42,
3809,125.63,
3810,246.11,1.0
3811,74.06,
3812,224.09,1.0
3813,75.0,
3814,69.75,
3815,75.0,
3816,198.61,1.0
3817,78.38,
3818,265.99,1.0
3819,90.57,
3820,57.6,
3821,135.44,
3822,61.6,
3823,149.4,
3824,66.82,
3825,98.34,
3826,140.63,
3827,51.13,
3828,350.04,
3829,99.8,
3830,75.15,
3831,75.0,
3832,89.02,
3833,118.45,
3834,75.0,1.0
3835,188.47,1.0
3836,230.11,1.0
3837,75.0,
3838,75.0,
3839,95.44,
3840,156.79,1.0
3841,295.72,
3842,75.0,1.0
3843,195.26,1.0
3844,101.83,1.0
3845,75.0,1.0
3846,170.04,
3847,101.68,
3848,75.0,
3849,296.75,
3850,75.0,
3851,155.28,
3852,321.17,1.0
3853,243.38,1.0
3854,89.39,
3855,62.27,
3856,170.62,
3857,78.44,
3858,392.75,
3859,63.16,
3860,75.0,
3861,250.12,1.0
3862,75.0,
3863,116.1,
3864,75.0,
3865,151.4,
3866,55.49,
3867,62.27,
3868,82.86,
3869,113.4,
3870,128.85,
3871,125.84,
3872,184.61,
3873,286.19,
3874,122.25,
3875,227.26,
3876,127.81,
3877,75.0,
3878,72.92,
3879,78.47,
3880,122.49,
3881,188.92,
3882,150.56,
3883,210.6,
3884,232.21,
3885,151.48,
3886,114.98,
3887,178.19,
3888,145.99,
3889,205.16,
3890,76.83,
3891,75.0,
3892,185.87,
3893,215.44,
3894,126.98,
3895,71.48,
3896,134.63,
3897,84.09,
3898,76.65,
3899,75.0,
3900,250.0,
3901,121.95,
3902,142.26,
3903,75.0,
3904,92.04,
3905,73.74,
3906,147.13,
3907,653.31,
3908,59.76,
3909,85.21,
3910,180.54,
3911,212.18,
3912,150.97,
3913,75.0,
3914,75.0,1.0
3915,112.13,
3916,75.0,1.0
3917,134.37,
3918,86.44,
3919,69.65,
3920,95.52,
3921,68.65,
3922,56.79,
3923,86.15,
3924,126.96,
3925,182.52,
3926,130.48,
3927,71.89,
3928,84.48,
3929,135.53,
3930,61.15,
3931,102.65,
3932,273.19,
3933,121.9,
3934,55.59,
3935,145.1,
3936,75.0,
3937,86.99,
3938,231.75,
3939,75.0,
3940,75.35,
3941,62.42,
3942,72.94,
3943,97.83,
3944,158.87,
3945,99.85,
3946,157.9,
3947,159.41,
3948,141.5,
3949,99.23,
3950,85.66,
3951,75.0,
3952,74.71,
3953,130.02,
3954,94.88,
3955,73.73,
3956,69.76,
3957,75.0,
3958,167.26,
3959,121.35,
3960,66.62,
3961,80.51,
3962,76.52,
3963,56.37,
3964,90.65,
3965,121.69,
3966,90.05,
3967,64.53,
3968,120.27,
3969,98.89,
3970,75.0,1.0
3971,140.91,
3972,76.88,
3973,101.71,
3974,302.55,1.0
3975,230.22,1.0
3976,65.1,
3977,177.57,1.0
3978,129.49,
3979,75.0,
3980,55.7,
3981,198.66,1.0
3982,242.71,1.0
3983,202.42,1.0
3984,179.83,1.0
3985,350.93,1.0
3986,53.56,
3987,122.03,
3988,124.35,
3989,155.89,
3990,86.08,
3991,89.87,
3992,157.13,
3993,60.65,
3994,220.8,
3995,246.14,1.0
3996,54.37,
3997,99.4,
3998,75.0,
3999,75.0,1.0
4000,161.34,
4001,129.81,
4002,197.68,
4003,75.0,
4004,148.4,
4005,65.14,
4006,293.37,1.0
4007,75.0,1.0
4008,260.35,
4009,217.9,1.0
4010,75.0,1.0
4011,73.38,
4012,212.82,
4013,71.23,
4014,173.68,
4015,94.33,
4016,308.46,1.0
4017,231.86,1.0
4018,75.0,
4019,75.0,
4020,77.91,
4021,75.0,
4022,123.56,
4023,75.88,
4024,72.26,
4025,91.4,
4026,107.42,
4027,143.54,
4028,112.5,
4029,82.13,
4030,177.89,
4031,76.19,
4032,95.56,
4033,109.65,
4034,75.0,
4035,122.99,
4036,79.56,
4037,70.72,
4038,111.08,
4039,103.68,
4040,273.48,1.0
4041,75.0,1.0
4042,75.0,
4043,126.55,
4044,54.91,
4045,54.84,
4046,190.92,
4047,125.91,
4048,97.18,
4049,143.28,
4050,71.61,
4051,126.39,
4052,195.63,
4053,56.42,
4054,131.7,
4055,75.0,1.0
4056,153.22,
4057,57.46,
4058,165.64,
4059,72.13,
4060,124.76,
4061,329.72,
4062,111.61,
4063,51.94,
4064,322.46,1.0
4065,75.0,
4066,51.96,
4067,245.01,1.0
4068,75.0,1.0
4069,145.34,1.0
4070,228.1,1.0
4071,156.67,
4072,63.91,
4073,124.42,
4074,152.49,
4075,86.19,
4076,91.75,
4077,178.7,1.0
4078,137.86,
4079,85.06,
4080,150.6,
4081,237.66,1.0
4082,215.92,1.0
4083,66.26,
4084,114.86,
4085,75.0,
4086,263.54,1.0
4087,227.71,
4088,216.22,
4089,102.0,
4090,122.76,
4091,75.0,
4092,69.12,
4093,77.39,
4094,78.46,
4095,227.35,
4096,121.9,
4097,94.46,
4098,75.0,
4099,250.0,
4100,75.0,
4101,195.79,
4102,89.41,
4103,267.13,1.0
4104,67.82,
4105,158.52,1.0
4106,271.52,1.0
4107,261.25,
4108,161.95,
4109,81.27,
4110,92.35,
4111,75.0,1.0
4112,251.01,1.0
4113,241.12,1.0
4114,75.0,1.0
4115,250.0,1.0
4116,83.79,
4117,152.3,
4118,54.14,
4119,113.98,
4120,294.42,1.0
4121,75.0,
4122,72.3,
4123,195.82,
4124,75.0,
4125,75.0,
4126,75.0,
4127,135.12,
4128,75.0,
4129,87.21,
4130,61.66,
4131,59.53,
4132,94.41,
4133,75.0,
4134,136.3,
4135,98.21,
4136,75.0,1.0
4137,125.51,
4138,121.49,
4139,76.99,
4140,219.9,
4141,132.66,
4142,118.59,
4143,124.22,
4144,75.0,
4145,226.56,
4146,106.86,
4147,171.97,
4148,197.95,
4149,250.0,
4150,138.93,
4151,178.76,
4152,130.23,
4153,81.3,
4154,56.67,
4155,105.35,
4156,75.0,
4157,172.27,
4158,118.91,
4159,106.57,
4160,75.0,1.0
4161,106.13,
4162,135.37,
4163,70.3,
4164,197.36,
4165,110.91,
4166,76.21,
4167,278.61,
4168,105.89,
4169,83.63,
4170,75.0,
4171,283.84,
4172,75.0,1.0
4173,75.0,1.0
4174,307.16,1.0
4175,202.3,1.0
4176,226.12,1.0
4177,75.0,1.0
4178,106.82,
4179,75.0,
4180,93.3,
4181,104.89,
4182,182.3,
4183,225.27,1.0
4184,113.6,
4185,75.0,1.0
4186,103.27,
4187,131.05,
4188,182.01,1.0
4189,75.0,1.0
4190,127.43,
4191,175.22,1.0
4192,75.0,
4193,230.63,1.0
4194,172.33,
4195,89.61,
4196,219.02,1.0
4197,127.98,
4198,95.04,
4199,90.01,
4200,334.65,1.0
4201,160.6,
4202,69.56,
4203,93.41,
4204,148.37,
4205,93.73,
4206,124.89,
4207,75.0,1.0
4208,75.0,1.0
4209,137.37,
4210,71.59,
4211,89.79,
4212,75.0,
4213,75.0,
4214,255.43,
4215,207.23,
4216,93.72,
4217,113.36,
4218,89.69,
4219,134.73,
4220,75.0,
4221,107.1,
4222,80.67,
4223,110.15,
4224,111.19,
4225,159.61,
4226,114.46,
4227,80.71,
4228,158.67,
4229,79.79,
4230,160.41,
4231,118.65,
4232,245.84,1.0
4233,96.05,
4234,134.63,
4235,214.24,1.0
4236,171.52,
4237,89.41,
4238,162.12,
4239,183.13,
4240,165.46,
4241,98.38,
4242,228.03,
4243,196.23,
4244,139.02,
4245,131.84,
4246,120.34,
4247,198.46,
4248,200.63,
4249,130.08,
4250,75.0,
4251,75.0,
4252,150.99,
4253,101.83,
4254,64.35,
4255,75.0,
4256,152.16,
4257,144.25,
4258,142.65,
4259,124.44,
4260,75.0,
4261,187.26,
4262,92.19,
4263,75.0,1.0
4264,326.39,1.0
4265,118.06,
4266,166.29,
4267,141.63,
4268,64.5,
4269,115.82,
4270,77.81,
4271,204.07,1.0
4272,229.55,1.0
4273,264.34,1.0
4274,199.02,1.0
4275,75.0,
4276,83.0,
4277,150.31,
4278,223.67,
4279,53.87,
4280,117.87,
4281,153.33,
4282,189.38,
4283,250.0,
4284,75.0,
4285,132.07,
4286,422.72,
4287,112.94,
4288,153.75,
4289,195.06,1.0
4290,77.34,
4291,279.01,1.0
4292,116.32,
4293,99.07,
4294,110.4,
4295,50.68,
4296,201.49,
4297,108.35,
4298,120.59,
4299,214.22,
4300,81.74,
4301,113.15,
4302,170.94,
4303,75.0,1.0
4304,69.45,
4305,123.23,
4306,158.68,
4307,75.0,
4308,75.0,
4309,123.45,
4310,179.25,1.0
4311,224.65,1.0
4312,335.04,
4313,115.67,
4314,212.3,1.0
4315,75.0,1.0
4316,119.07,
4317,59.39,
4318,75.0,
4319,297.62,
4320,186.86,
4321,75.0,
4322,234.69,1.0
4323,62.51,
4324,75.51,
4325,249.18,1.0
4326,75.0,1.0
4327,75.0,1.0
4328,203.96,
4329,75.0,1.0
4330,208.31,1.0
4331,170.05,
4332,75.0,
4333,83.31,
4334,75.0,1.0
4335,413.18,1.0
4336,104.86,
4337,244.65,1.0
4338,68.05,
4339,106.15,
4340,288.64,
4341,368.8,1.0
4342,228.23,1.0
4343,63.04,
4344,139.58,
4345,88.7,
4346,96.6,
4347,170.47,1.0
4348,128.36,
4349,126.04,
4350,232.31,1.0
4351,75.0,
4352,75.0,1.0
4353,214.06,1.0
4354,121.0,
4355,193.13,1.0
4356,68.78,
4357,184.77,1.0
4358,75.0,1.0
4359,122.23,
4360,75.0,1.0
4361,127.39,
4362,246.1,1.0
4363,131.29,
4364,215.51,1.0
4365,71.65,
4366,75.0,
4367,272.66,
4368,138.18,
4369,75.0,
4370,74.19,
4371,74.57,
4372,75.0,
4373,86.61,
4374,75.0,
4375,102.13,
4376,75.0,
4377,52.78,
4378,146.25,
4379,75.0,
4380,75.0,
4381,65.81,
4382,72.07,
4383,84.33,
4384,107.55,
4385,108.6,
4386,82.38,
4387,69.1,
4388,65.45,
4389,77.33,
4390,62.1,
4391,75.0,
4392,75.0,
4393,58.16,
4394,125.65,
4395,75.0,
4396,204.27,
4397,70.8,
4398,177.85,
4399,91.06,
4400,112.95,
4401,186.98,
4402,61.4,
4403,80.36,
4404,75.0,
4405,99.42,
4406,75.0,
4407,60.39,
4408,136.44,
4409,75.0,
4410,75.0,
4411,169.94,
4412,141.11,
4413,288.67,
4414,122.28,
4415,75.0,
4416,144.56,
4417,234.69,
4418,193.97,
4419,141.51,
4420,148.26,
4421,178.06,
4422,113.2,
4423,75.0,
4424,105.68,
4425,266.67,
4426,208.64,
4427,75.78,
4428,303.17,
4429,75.0,
4430,94.44,
4431,195.98,1.0
4432,260.39,1.0
4433,75.0,
4434,116.04,
4435,99.36,
4436,72.94,
4437,169.54,
4438,143.51,
4439,376.13,
4440,308.89,
4441,136.39,
4442,71.65,
4443,174.12,
4444,51.74,
4445,75.0,
4446,54.28,
4447,148.75,
4448,75.0,
4449,250.0,
4450,161.63,
4451,75.0,
4452,78.0,
4453,336.86,
4454,179.52,
4455,98.56,
4456,75.0,
4457,158.17,
4458,267.9,1.0
4459,75.0,
4460,173.59,
4461,118.21,
4462,129.71,
4463,95.64,
4464,75.0,
4465,131.24,
4466,192.79,1.0
4467,229.87,1.0
4468,75.0,
4469,65.06,
4470,190.07,
4471,75.0,
4472,184.53,
4473,136.54,
4474,187.49,
4475,75.0,1.0
4476,129.02,
4477,205.45,1.0
4478,107.13,
4479,75.0,
4480,171.55,
4481,99.46,
4482,120.23,
4483,205.1,
4484,75.0,
4485,275.64,
4486,75.0,
4487,126.46,
4488,239.65,
4489,75.0,
4490,130.12,
4491,103.29,
4492,75.94,
4493,120.68,
4494,75.0,
4495,122.73,
4496,228.29,1.0
4497,96.47,
4498,175.24,
4499,86.25,
4500,108.41,
4501,129.07,
4502,154.29,
4503,75.61,
4504,93.18,
4505,136.15,
4506,136.96,
4507,62.8,
4508,152.43,
4509,134.71,
4510,159.39,
4511,215.22,1.0
4512,75.0,
4513,80.41,
4514,131.87,
4515,234.36,1.0
4516,75.0,
4517,75.0,1.0
4518,334.74,1.0
4519,75.0,
4520,161.18,
4521,207.57,
4522,256.21,1.0
4523,86.74,
4524,112.8,
4525,116.78,
4526,79.74,
4527,224.06,
4528,126.61,
4529,229.75,1.0
4530,154.49,
4531,146.87,
4532,86.08,
4533,317.63,1.0
4534,171.24,
4535,78.66,
4536,154.94,
4537,75.0,
4538,109.37,
4539,71.63,
4540,75.0,
4541,109.95,
4542,124.2,
4543,165.18,
4544,141.37,
4545,188.18,
4546,123.63,
4547,75.0,1.0
4548,651.54,
4549,158.74,
4550,60.67,
4551,85.09,
4552,184.19,
4553,75.0,1.0
4554,108.31,
4555,127.7,
4556,50.56,
4557,108.49,
4558,62.99,
4559,75.0,
4560,75.0,
4561,75.0,1.0
4562,75.0,
4563,170.48,
4564,75.0,
4565,108.52,
4566,137.32,
4567,67.73,
4568,139.78,
4569,66.98,
4570,177.4,
4571,90.37,
4572,85.2,
4573,96.7,
4574,99.71,
4575,139.43,
4576,75.0,
4577,86.44,
4578,240.6,1.0
4579,75.0,1.0
4580,152.34,1.0
4581,270.61,1.0
4582,194.21,1.0
4583,89.98,
4584,141.72,
4585,132.23,
4586,170.92,
4587,75.0,
4588,135.25,
4589,219.36,1.0
4590,128.21,
4591,116.22,
4592,98.65,
4593,75.0,1.0
4594,75.0,1.0
4595,75.0,1.0
4596,75.0,1.0
4597,116.85,1.0
4598,122.21,
4599,80.42,
4600,106.44,
4601,366.43,1.0
4602,76.56,
4603,241.62,
4604,176.74,
4605,127.17,
4606,121.94,
4607,94.49,
4608,174.84,
4609,138.98,
4610,134.66,
4611,110.56,
4612,169.73,
4613,75.0,
4614,192.75,
4615,138.45,
4616,161.46,
4617,72.79,
4618,95.16,
4619,129.83,
4620,200.5,
4621,174.29,
4622,136.38,
4623,75.0,
4624,89.36,
4625,257.25,
4626,88.73,
4627,86.25,
4628,111.86,
4629,140.3,
4630,133.22,
4631,93.7,
4632,108.57,
4633,82.05,
4634,68.3,
4635,88.69,
4636,75.0,
4637,106.54,
4638,114.41,
4639,87.81,
4640,282.85,1.0
4641,114.01,
4642,232.26,
4643,168.8,1.0
4644,75.0,1.0
4645,91.1,
4646,181.07,1.0
4647,86.93,
4648,98.24,
4649,214.75,1.0
4650,130.3,
4651,75.0,1.0
4652,88.35,1.0
4653,239.19,
4654,52.22,
4655,75.0,1.0
4656,123.27,
4657,276.48,1.0
4658,56.32,
4659,89.71,
4660,243.95,
4661,75.0,
4662,240.53,1.0
4663,325.64,1.0
4664,174.81,
4665,75.0,1.0
4666,92.01,
4667,291.22,1.0
4668,85.39,
4669,289.57,1.0
4670,188.73,1.0
4671,91.61,
4672,98.68,
4673,75.0,1.0
4674,126.32,
4675,92.03,
4676,116.77,
4677,88.89,
4678,75.0,
4679,182.11,1.0
4680,80.01,
4681,278.88,1.0
4682,218.23,1.0
4683,75.0,
4684,320.9,1.0
4685,75.0,
4686,75.0,
4687,75.0,
4688,75.0,
4689,89.72,
4690,57.45,
4691,156.37,
4692,206.94,1.0
4693,134.32,
4694,103.17,
4695,75.0,1.0
4696,84.3,
4697,183.3,1.0
4698,278.74,1.0
4699,75.0,
4700,298.5,1.0
4701,283.87,1.0
4702,75.0,
4703,260.83,1.0
4704,75.0,1.0
4705,75.0,
4706,95.82,
4707,172.89,1.0
4708,266.46,
4709,360.96,1.0
4710,261.9,1.0
4711,111.64,
4712,210.56,1.0
4713,80.67,
4714,162.95,
4715,81.93,
4716,75.02,
4717,59.97,
4718,118.64,
4719,156.09,
4720,119.0,
4721,161.1,
4722,75.0,
4723,149.54,
4724,59.43,
4725,91.86,
4726,187.03,
4727,84.09,
4728,52.6,
4729,110.61,
4730,107.48,
4731,85.37,
4732,69.74,
4733,75.0,
4734,137.59,
4735,123.02,
4736,52.45,
4737,90.78,
4738,142.73,
4739,522.78,
4740,111.15,
4741,99.18,
4742,223.03,
4743,126.05,
4744,75.0,
4745,100.77,
4746,95.72,
4747,75.0,
4748,140.74,
4749,111.75,
4750,94.9,
4751,224.58,
4752,75.0,
4753,101.2,
4754,89.46,
4755,90.91,
4756,112.02,
4757,188.84,
4758,73.94,
4759,195.06,
4760,75.0,
4761,110.22,
4762,227.06,
4763,58.04,
4764,114.3,
4765,69.24,
4766,69.28,
4767,75.0,
4768,181.29,
4769,93.45,
4770,210.3,
4771,137.55,
4772,163.03,
4773,75.0,
4774,75.0,
4775,89.96,
4776,204.03,
4777,75.0,
4778,59.01,
4779,75.0,
4780,82.03,
4781,75.0,
4782,113.25,
4783,160.62,
4784,75.0,
4785,56.13,
4786,102.28,
4787,112.96,
4788,302.15,
4789,51.41,
4790,120.42,
4791,195.17,
4792,78.23,
4793,84.73,
4794,65.7,
4795,250.0,
4796,112.22,
4797,69.96,
4798,86.94,
4799,75.0,
4800,75.0,
4801,209.59,1.0
4802,67.07,
4803,85.17,
4804,123.55,
4805,86.5,
4806,140.6,
4807,225.81,
4808,126.89,
4809,75.0,1.0
4810,141.23,
4811,75.0,
4812,249.65,
4813,100.0,
4814,155.14,
4815,167.9,
4816,75.0,1.0
4817,223.66,1.0
4818,205.63,
4819,75.0,
4820,81.43,
4821,117.17,
4822,160.32,
4823,76.72,
4824,118.48,
4825,144.27,
4826,102.85,
4827,174.48,
4828,88.19,
4829,209.91,
4830,75.0,
4831,149.34,
4832,67.96,
4833,202.96,1.0
4834,250.0,
4835,83.51,
4836,75.0,1.0
4837,75.0,1.0
4838,75.0,
4839,73.24,
4840,125.9,
4841,109.74,
4842,103.15,
4843,92.32,
4844,75.0,
4845,78.32,
4846,93.66,
4847,59.47,
4848,75.0,
4849,280.99,
4850,66.2,
4851,64.96,
4852,75.0,1.0
4853,82.53,
4854,87.59,
4855,241.61,
4856,139.45,
4857,75.0,
4858,191.55,1.0
4859,209.06,1.0
4860,75.0,
4861,184.89,
4862,109.92,
4863,75.0,
4864,75.0,1.0
4865,271.89,1.0
4866,75.0,1.0
4867,114.18,
4868,144.6,1.0
4869,197.36,
4870,225.51,1.0
4871,265.28,1.0
4872,107.19,
4873,76.75,
4874,75.0,
4875,111.9,
4876,146.27,
4877,244.32,
4878,244.39,1.0
4879,193.8,
4880,172.67,
4881,110.84,
4882,88.83,
4883,123.37,
4884,154.13,1.0
4885,118.91,
4886,107.34,
4887,98.19,
4888,53.75,
4889,121.3,
4890,114.7,
4891,128.46,
4892,168.72,
4893,191.83,1.0
4894,200.61,
4895,89.76,
4896,56.82,
4897,142.69,
4898,85.61,
4899,133.87,
4900,185.4,
4901,75.0,
4902,150.09,
4903,72.96,
4904,88.89,
4905,89.11,
4906,142.4,
4907,56.31,
4908,134.81,
4909,69.06,
4910,75.0,
4911,75.0,
4912,122.97,
4913,92.01,
4914,123.44,
4915,83.35,
4916,111.8,
4917,67.53,
4918,211.87,1.0
4919,211.7,1.0
4920,73.74,
4921,84.49,
4922,100.12,
4923,258.35,1.0
4924,173.31,1.0
4925,96.74,
4926,58.31,
4927,110.93,
4928,277.17,1.0
4929,75.0,1.0
4930,204.59,1.0
4931,192.53,
4932,77.5,
4933,84.71,
4934,205.41,
4935,141.77,
4936,201.87,
4937,128.96,
4938,157.04,
4939,75.0,1.0
4940,74.38,
4941,171.68,
4942,86.48,
4943,225.33,1.0
4944,75.0,1.0
4945,208.3,1.0
4946,130.6,
4947,223.95,1.0
4948,71.1,
4949,76.57,
4950,75.0,1.0
4951,137.28,
4952,113.36,
4953,88.44,
4954,125.92,
4955,152.08,
4956,111.52,
4957,126.57,
4958,266.12,1.0
4959,212.29,1.0
